,drug,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
127,"DRG7,DRG12",0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
128,"DRG7,DRG13",0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,3.5,0.5,1.0,1.0,1.0,1.0,1.0
129,"DRG7,DRG14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
130,"DRG7,DRG15",0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
131,"DRG7,DRG16",0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
132,"DRG7,DRG17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
133,"DRG7,DRG18",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
134,"DRG7,DRG19",1.0,1.0,1.5,1.5,1.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
135,"DRG7,DRG20",0.5,0.5,1.5,1.5,0.5,0.5,1.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,4.5,4.5,4.5,0.5,1.5,1.5,1.5,1.5,1.5
136,"DRG7,DRG21",0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,1.0,1.0,1.0
137,"DRG7,DRG22",0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,0.0,1.0,1.0
138,"DRG7,DRG23",0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
139,"DRG7,DRG24",1.0,1.0,1.5,1.5,1.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
140,"DRG8,DRG9",3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
141,"DRG8,DRG10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
142,"DRG8,DRG11",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
143,"DRG8,DRG12",3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
144,"DRG8,DRG13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,3.5,0.5,1.0,1.0,1.0,1.0,1.0
145,"DRG8,DRG14",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
146,"DRG8,DRG15",3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
147,"DRG8,DRG16",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
148,"DRG8,DRG17",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
149,"DRG8,DRG18",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
150,"DRG8,DRG19",5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
151,"DRG8,DRG20",6.5,6.5,6.5,6.5,6.5,6.5,0.5,0.5,0.5,0.5,1.5,1.5,0.5,0.5,0.5,4.5,4.5,4.5,0.5,1.5,1.5,1.5,1.5,1.5
152,"DRG8,DRG21",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,1.0,1.0,1.0
153,"DRG8,DRG22",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,0.0,1.0,1.0
154,"DRG8,DRG23",0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
155,"DRG8,DRG24",5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
156,"DRG9,DRG10",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
157,"DRG9,DRG11",3.5,3.5,3.5,3.5,3.5,3.5,1.5,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
158,"DRG9,DRG12",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
159,"DRG9,DRG13",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,3.5,0.5,1.0,1.0,1.0,1.0,1.0
160,"DRG9,DRG14",3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
161,"DRG9,DRG15",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
162,"DRG9,DRG16",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
163,"DRG9,DRG17",3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
164,"DRG9,DRG18",3.5,3.5,3.5,3.5,3.5,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
165,"DRG9,DRG19",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.5,1.5,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
166,"DRG9,DRG20",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,4.5,4.5,4.5,0.5,1.5,1.5,1.5,1.5,1.5
167,"DRG9,DRG21",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,1.0,1.0,1.0
168,"DRG9,DRG22",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,0.0,1.0,1.0
169,"DRG9,DRG23",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
170,"DRG9,DRG24",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
171,"DRG10,DRG11",0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,0.0,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
172,"DRG10,DRG12",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
173,"DRG10,DRG13",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,3.5,0.5,1.0,1.0,1.0,1.0,1.0
174,"DRG10,DRG14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
175,"DRG10,DRG15",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
176,"DRG10,DRG16",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
177,"DRG10,DRG17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
178,"DRG10,DRG18",1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
179,"DRG10,DRG19",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
180,"DRG10,DRG20",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,4.5,4.5,0.5,1.5,1.5,1.5,1.5,1.5
181,"DRG10,DRG21",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,3.5,3.5,0.5,0.0,0.0,1.0,1.0,1.0
182,"DRG10,DRG22",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,3.5,3.5,0.5,0.0,0.0,0.0,1.0,1.0
183,"DRG10,DRG23",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
184,"DRG10,DRG24",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
185,"DRG11,DRG12",3.5,3.5,3.5,3.5,3.5,3.5,1.5,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
186,"DRG11,DRG13",0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,3.5,0.5,1.0,1.0,1.0,1.0,1.0
187,"DRG11,DRG14",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
188,"DRG11,DRG15",3.5,3.5,3.5,3.5,3.5,3.5,1.5,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
189,"DRG11,DRG16",0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
190,"DRG11,DRG17",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
191,"DRG11,DRG18",5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
192,"DRG11,DRG19",5.0,5.0,5.0,5.0,5.0,5.0,1.5,1.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
193,"DRG11,DRG20",6.5,6.5,6.5,6.5,6.5,6.5,1.5,0.5,0.5,1.5,1.5,1.5,0.5,0.5,0.5,4.5,4.5,4.5,0.5,1.5,1.5,1.5,1.5,1.5
194,"DRG11,DRG21",5.0,5.0,5.0,5.0,5.0,5.0,1.5,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,1.0,1.0,1.0
195,"DRG11,DRG22",5.0,5.0,5.0,5.0,5.0,5.0,1.5,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,0.0,1.0,1.0
196,"DRG11,DRG23",0.5,0.5,0.5,0.5,0.5,0.5,1.5,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
197,"DRG11,DRG24",5.0,5.0,5.0,5.0,5.0,5.0,1.5,1.0,1.0,1.5,1.5,1.5,1.0,1.0,1.0,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
198,"DRG12,DRG13",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,3.5,0.5,1.0,1.0,1.0,1.0,1.0
199,"DRG12,DRG14",3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
200,"DRG12,DRG15",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
201,"DRG12,DRG16",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
202,"DRG12,DRG17",3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
203,"DRG12,DRG18",3.5,3.5,3.5,3.5,3.5,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
204,"DRG12,DRG19",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.5,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
205,"DRG12,DRG20",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,4.5,4.5,4.5,0.5,1.5,1.5,1.5,1.5,1.5
206,"DRG12,DRG21",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,1.0,1.0,1.0
207,"DRG12,DRG22",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,0.0,1.0,1.0
208,"DRG12,DRG23",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
209,"DRG12,DRG24",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
210,"DRG13,DRG14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,3.5,0.5,1.0,1.0,1.0,1.0,1.0
211,"DRG13,DRG15",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,3.5,0.5,1.0,1.0,1.0,1.0,1.0
212,"DRG13,DRG16",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
213,"DRG13,DRG17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,3.5,0.5,1.0,1.0,1.0,1.0,1.0
214,"DRG13,DRG18",1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.5,1.0,1.0,1.0,1.0,1.0
215,"DRG13,DRG19",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,3.5,1.5,1.0,1.0,1.0,1.0,1.0
216,"DRG13,DRG20",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.5,4.5,0.5,1.5,1.5,1.5,1.5,1.5
217,"DRG13,DRG21",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,3.5,0.5,0.0,0.0,1.0,1.0,1.0
218,"DRG13,DRG22",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,3.5,0.5,0.0,0.0,0.0,1.0,1.0
219,"DRG13,DRG23",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0
220,"DRG13,DRG24",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,3.5,1.5,1.0,1.0,1.0,1.0,1.0
221,"DRG14,DRG15",3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
222,"DRG14,DRG16",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
223,"DRG14,DRG17",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
224,"DRG14,DRG18",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
225,"DRG14,DRG19",5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
226,"DRG14,DRG20",6.5,6.5,6.5,6.5,6.5,6.5,0.5,0.5,0.5,0.5,1.5,1.5,0.5,0.5,0.5,4.5,4.5,4.5,0.5,1.5,1.5,1.5,1.5,1.5
227,"DRG14,DRG21",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,1.0,1.0,1.0
228,"DRG14,DRG22",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,0.0,1.0,1.0
229,"DRG14,DRG23",0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
230,"DRG14,DRG24",5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
231,"DRG15,DRG16",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
232,"DRG15,DRG17",3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
233,"DRG15,DRG18",3.5,3.5,3.5,3.5,3.5,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
234,"DRG15,DRG19",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
235,"DRG15,DRG20",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,4.5,4.5,4.5,0.5,1.5,1.5,1.5,1.5,1.5
236,"DRG15,DRG21",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,1.0,1.0,1.0
237,"DRG15,DRG22",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,0.0,1.0,1.0
238,"DRG15,DRG23",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
239,"DRG15,DRG24",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
240,"DRG16,DRG17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
241,"DRG16,DRG18",1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
242,"DRG16,DRG19",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0
243,"DRG16,DRG20",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.5
244,"DRG16,DRG21",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0
245,"DRG16,DRG22",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0
246,"DRG16,DRG23",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0
247,"DRG16,DRG24",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0
248,"DRG17,DRG18",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0
249,"DRG17,DRG19",5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.0,1.0,1.0,1.0,1.0
250,"DRG17,DRG20",6.5,6.5,6.5,6.5,6.5,6.5,0.5,0.5,0.5,0.5,0.5,1.5,0.5,0.5,0.5,4.5,4.5,4.5,0.5,1.5,1.5,1.5,1.5,1.5
251,"DRG17,DRG21",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,1.0,1.0,1.0
252,"DRG17,DRG22",5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,0.0,0.0,0.0,1.0,1.0
253,"DRG17,DRG23",0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
